Customer Id,Customer Fname,Customer Lname,Customer Segment,Customer Country,Customer State,Customer Zipcode
19455,Ivory,Parks,Consumer,Puerto Rico,PR,725.0
19454,Karina,Prince,Consumer,EE. UU.,DE,19702.0
19453,Deanna,Goff,Consumer,EE. UU.,CA,91402.0
19452,Dacey,Walters,Home Office,Puerto Rico,PR,725.0
19451,Adele,Pennington,Home Office,EE. UU.,GA,30318.0
19450,Sybill,Spencer,Home Office,Puerto Rico,PR,725.0
19449,Kay,Sandoval,Consumer,EE. UU.,CA,94539.0
19448,Stacy,Mckinney,Corporate,Puerto Rico,PR,725.0
19447,Marah,Lara,Corporate,EE. UU.,NY,14609.0
19446,Taylor,Wood,Corporate,EE. UU.,TX,75211.0
9083,Mary,Frank,Home Office,Puerto Rico,PR,957.0
4741,Mary,Smith,Home Office,Puerto Rico,PR,725.0
639,Elizabeth,Pittman,Home Office,Puerto Rico,PR,725.0
9702,Katherine,Tyler,Home Office,Puerto Rico,PR,725.0
9114,Mary,Smith,Home Office,Puerto Rico,PR,725.0
1362,Dennis,Smith,Home Office,Puerto Rico,PR,725.0
8011,Mary,Hill,Home Office,Puerto Rico,PR,725.0
3296,Mary,Smith,Home Office,Puerto Rico,PR,725.0
3182,Frances,Smith,Home Office,Puerto Rico,PR,725.0
7864,Alice,Smith,Home Office,Puerto Rico,PR,725.0
11169,Kyle,Thomas,Home Office,Puerto Rico,PR,725.0
5197,Brenda,Jordan,Home Office,Puerto Rico,PR,725.0
1535,Frank,Livingston,Home Office,Puerto Rico,PR,725.0
6122,Johnny,Smith,Home Office,Puerto Rico,PR,725.0
9451,Mary,Smith,Home Office,Puerto Rico,PR,725.0
542,Mary,Smith,Home Office,Puerto Rico,PR,725.0
11329,Hannah,Smith,Home Office,Puerto Rico,PR,725.0
3570,Mary,Nelson,Home Office,Puerto Rico,PR,725.0
650,Austin,Sexton,Home Office,Puerto Rico,PR,725.0
9353,Michael,Scott,Home Office,Puerto Rico,PR,725.0
54,Mary,Olson,Home Office,Puerto Rico,PR,725.0
12151,Vincent,Krueger,Home Office,Puerto Rico,PR,725.0
10018,Gregory,Rodriguez,Home Office,Puerto Rico,PR,725.0
4936,Kyle,Smith,Home Office,Puerto Rico,PR,725.0
8707,Lisa,Smith,Home Office,Puerto Rico,PR,725.0
1025,Megan,Todd,Home Office,Puerto Rico,PR,725.0
8831,Mary,Smith,Home Office,Puerto Rico,PR,725.0
10679,Mary,Smith,Home Office,Puerto Rico,PR,725.0
5007,Mary,Smith,Home Office,Puerto Rico,PR,725.0
9854,Mary,Smith,Home Office,Puerto Rico,PR,725.0
376,Grace,Sanchez,Home Office,Puerto Rico,PR,725.0
5417,Dennis,Meyer,Home Office,Puerto Rico,PR,725.0
10759,Douglas,Smith,Home Office,Puerto Rico,PR,725.0
8541,Mary,Smith,Home Office,Puerto Rico,PR,725.0
3752,Mary,Vega,Home Office,Puerto Rico,PR,725.0
4673,Wayne,Hodges,Home Office,Puerto Rico,PR,725.0
5367,Mary,Mccormick,Home Office,Puerto Rico,PR,725.0
10485,Mary,Smith,Home Office,Puerto Rico,PR,725.0
9272,Ronald,Blackwell,Home Office,Puerto Rico,PR,725.0
647,Mary,Rios,Consumer,Puerto Rico,PR,725.0
6398,Tammy,Smith,Consumer,Puerto Rico,PR,725.0
4209,Mary,Lara,Consumer,Puerto Rico,PR,725.0
8917,Mary,Smith,Consumer,Puerto Rico,PR,725.0
7784,Mary,Smith,Consumer,Puerto Rico,PR,725.0
1425,Christina,Harvey,Consumer,Puerto Rico,PR,725.0
2737,Mary,Smith,Consumer,Puerto Rico,PR,725.0
6428,Mary,Smith,Consumer,Puerto Rico,PR,725.0
6543,Alexander,Smith,Consumer,Puerto Rico,PR,725.0
3990,Sandra,Smith,Consumer,Puerto Rico,PR,784.0
8524,Ruth,Farrell,Consumer,Puerto Rico,PR,725.0
9204,Mary,Harris,Consumer,Puerto Rico,PR,725.0
11761,Lauren,Coleman,Consumer,Puerto Rico,PR,725.0
9554,Mary,Hayes,Consumer,Puerto Rico,PR,725.0
5118,Mary,Smith,Consumer,Puerto Rico,PR,725.0
5506,Gregory,Smith,Consumer,Puerto Rico,PR,725.0
1423,Mary,Day,Consumer,Puerto Rico,PR,725.0
138,Mary,Dawson,Consumer,Puerto Rico,PR,725.0
6360,Mary,Phillips,Consumer,Puerto Rico,PR,725.0
2053,Ronald,Smith,Consumer,Puerto Rico,PR,725.0
10344,Mary,Smith,Consumer,Puerto Rico,PR,795.0
3375,Mary,Sanchez,Consumer,Puerto Rico,PR,725.0
1339,Melissa,Mack,Consumer,Puerto Rico,PR,725.0
7247,Mary,Smith,Consumer,Puerto Rico,PR,725.0
1273,Maria,Evans,Consumer,Puerto Rico,PR,725.0
6277,Eugene,Smith,Consumer,Puerto Rico,PR,725.0
7701,James,Lawson,Consumer,Puerto Rico,PR,725.0
4126,John,Stokes,Consumer,Puerto Rico,PR,725.0
9528,Mary,Flores,Consumer,Puerto Rico,PR,725.0
1853,Mary,Austin,Consumer,Puerto Rico,PR,725.0
11149,Roy,Smith,Consumer,Puerto Rico,PR,725.0
5828,Katherine,Oconnell,Consumer,Puerto Rico,PR,725.0
6887,Mary,Smith,Consumer,Puerto Rico,PR,725.0
4781,Janet,Smith,Consumer,Puerto Rico,PR,725.0
10668,Mary,Smith,Consumer,Puerto Rico,PR,725.0
5421,Mary,Carlson,Consumer,Puerto Rico,PR,725.0
10200,Nicole,Smith,Consumer,Puerto Rico,PR,725.0
11254,Sharon,Smith,Consumer,Puerto Rico,PR,725.0
11106,Mary,Navarro,Consumer,Puerto Rico,PR,725.0
8456,Mary,Smith,Consumer,Puerto Rico,PR,725.0
6149,Matthew,Bush,Consumer,Puerto Rico,PR,725.0
1473,Anthony,Young,Consumer,Puerto Rico,PR,725.0
1840,Jerry,Smith,Consumer,Puerto Rico,PR,725.0
6757,Mary,Freeman,Consumer,Puerto Rico,PR,725.0
3972,Laura,Bennett,Consumer,Puerto Rico,PR,725.0
9316,Megan,Sanders,Consumer,Puerto Rico,PR,725.0
11213,Mary,Black,Consumer,Puerto Rico,PR,725.0
3474,Jack,Hatfield,Consumer,Puerto Rico,PR,725.0
14630,Kirestin,Barr,Consumer,Puerto Rico,PR,725.0
13256,Nora,Downs,Consumer,Puerto Rico,PR,725.0
14665,Jennifer,Stokes,Consumer,Puerto Rico,PR,725.0
13363,Madonna,Ingram,Consumer,Puerto Rico,PR,725.0
14645,Noelani,Hyde,Consumer,Puerto Rico,PR,725.0
13163,Sydnee,Nolan,Consumer,Puerto Rico,PR,725.0
14553,Willa,Potter,Consumer,Puerto Rico,PR,725.0
14287,Alma,Delgado,Consumer,Puerto Rico,PR,725.0
13179,Ila,Knight,Consumer,Puerto Rico,PR,725.0
13035,Belle,Booker,Consumer,Puerto Rico,PR,725.0
14322,Alyssa,Contreras,Consumer,Puerto Rico,PR,725.0
13196,Lani,Nash,Consumer,Puerto Rico,PR,725.0
14604,Demetria,Jarvis,Consumer,Puerto Rico,PR,725.0
12961,Joan,Nixon,Consumer,Puerto Rico,PR,725.0
14676,Gay,Harper,Consumer,Puerto Rico,PR,725.0
14087,Audrey,Acosta,Consumer,Puerto Rico,PR,725.0
13194,Riley,Jones,Consumer,Puerto Rico,PR,725.0
14513,Imani,Kelly,Consumer,Puerto Rico,PR,725.0
13461,Mechelle,Parker,Consumer,Puerto Rico,PR,725.0
14510,Imani,Castaneda,Consumer,Puerto Rico,PR,725.0
13190,Whitney,Henderson,Consumer,Puerto Rico,PR,725.0
14508,Roanna,Martin,Consumer,Puerto Rico,PR,725.0
14472,Vivian,Hays,Consumer,Puerto Rico,PR,725.0
14562,Xantha,Brock,Consumer,Puerto Rico,PR,725.0
13206,Zia,Davis,Consumer,Puerto Rico,PR,725.0
13080,Mara,Duffy,Consumer,Puerto Rico,PR,725.0
14633,Sloane,Long,Consumer,Puerto Rico,PR,725.0
14097,Winifred,Alexander,Consumer,Puerto Rico,PR,725.0
13024,Giselle,Farrell,Consumer,Puerto Rico,PR,725.0
778,John,Buckley,Consumer,Puerto Rico,PR,725.0
7146,Nancy,Curry,Consumer,Puerto Rico,PR,725.0
6365,Mary,Smith,Consumer,Puerto Rico,PR,725.0
8422,Wayne,Crawford,Consumer,Puerto Rico,PR,725.0
3784,Mary,Sharp,Consumer,Puerto Rico,PR,725.0
10519,Mary,Smith,Consumer,Puerto Rico,PR,725.0
7132,David,Guerra,Consumer,Puerto Rico,PR,725.0
3709,Mary,Padilla,Consumer,Puerto Rico,PR,725.0
1509,Patricia,Petersen,Consumer,EE. UU.,NY,11520.0
1636,Julie,Petersen,Consumer,EE. UU.,MD,20744.0
2784,Lisa,Smith,Consumer,EE. UU.,CA,93304.0
9174,Tyler,Smith,Consumer,EE. UU.,NY,11368.0
122,Karen,Smith,Consumer,EE. UU.,OH,45238.0
3800,Shawn,Smith,Consumer,EE. UU.,MD,20874.0
10029,Mary,Silva,Consumer,EE. UU.,TX,75006.0
2805,Willie,Smith,Consumer,EE. UU.,TX,77093.0
12253,Mary,Chan,Consumer,EE. UU.,PA,17013.0
3528,Nicole,Brooks,Consumer,EE. UU.,CA,90023.0
11018,Bruce,Smith,Consumer,EE. UU.,HI,96706.0
3222,Mary,Williams,Consumer,EE. UU.,NJ,8701.0
6246,Melissa,Ramirez,Consumer,EE. UU.,NY,13440.0
8741,Gregory,Smith,Consumer,EE. UU.,CA,92083.0
8050,Elizabeth,Smith,Consumer,EE. UU.,TX,76106.0
5474,Mary,Sanchez,Consumer,EE. UU.,WI,54935.0
474,Mary,Patton,Consumer,EE. UU.,PA,19139.0
12255,Mary,Davis,Consumer,EE. UU.,CA,91764.0
10288,Mark,Smith,Consumer,EE. UU.,FL,32765.0
4717,Mary,Sanders,Consumer,EE. UU.,NY,14221.0
4799,Paul,Jensen,Consumer,EE. UU.,HI,96822.0
4533,Walter,Chavez,Consumer,EE. UU.,CA,92056.0
12383,Joyce,Phillips,Consumer,EE. UU.,NY,14120.0
3518,Daniel,Smith,Consumer,EE. UU.,CA,93611.0
4674,Mary,Lynn,Consumer,EE. UU.,NY,11434.0
8519,Pamela,Michael,Consumer,EE. UU.,IL,62040.0
5302,Betty,Smith,Consumer,EE. UU.,MA,2155.0
3594,Mary,Smith,Consumer,EE. UU.,CA,91766.0
9890,Christian,Luna,Consumer,EE. UU.,AZ,85281.0
1410,Mary,Smith,Consumer,EE. UU.,CA,92703.0
7521,Mary,Ortega,Consumer,EE. UU.,PA,17402.0
2106,Mary,Grimes,Consumer,EE. UU.,CO,80010.0
8144,Mary,Summers,Consumer,EE. UU.,CA,93065.0
5643,Tiffany,Caldwell,Consumer,EE. UU.,MD,20904.0
2041,Paul,Garcia,Consumer,EE. UU.,MN,55124.0
7537,Stephen,Lee,Consumer,EE. UU.,TX,78201.0
3056,George,Middleton,Consumer,EE. UU.,PA,19143.0
7967,Samuel,Jones,Consumer,EE. UU.,PA,19149.0
1758,Larry,King,Consumer,EE. UU.,NY,10466.0
7884,Peter,Smith,Corporate,EE. UU.,NC,27858.0
289,Diana,Richards,Corporate,EE. UU.,NJ,7960.0
10081,Mary,Castillo,Corporate,EE. UU.,CA,92115.0
1169,Mary,Smith,Corporate,EE. UU.,CA,93030.0
1182,Mary,Smith,Corporate,EE. UU.,FL,33147.0
717,Mary,Camacho,Corporate,EE. UU.,NM,87111.0
20423,Ainsley,Leach,Corporate,EE. UU.,TX,79109.0
5801,Theresa,Pearson,Corporate,EE. UU.,FL,33549.0
702,Cynthia,Smith,Corporate,EE. UU.,OR,97701.0
6951,Mary,Williams,Corporate,EE. UU.,NJ,8816.0
6780,Sean,Chung,Corporate,EE. UU.,SC,29720.0
6422,Jonathan,Richmond,Corporate,EE. UU.,CA,91762.0
5384,Christopher,Smith,Corporate,EE. UU.,TX,77015.0
2985,Donald,Price,Corporate,EE. UU.,VA,23666.0
18349,Rana,Moreno,Corporate,EE. UU.,NY,10016.0
11286,Mary,Garcia,Corporate,EE. UU.,CA,93257.0
489,William,Smith,Corporate,EE. UU.,OR,97223.0
4510,Rachel,Cochran,Corporate,EE. UU.,OH,44136.0
9626,Dorothy,Frye,Corporate,EE. UU.,TX,79927.0
9494,Robert,Gilmore,Corporate,EE. UU.,TX,78840.0
1718,Mary,Smith,Corporate,EE. UU.,NY,14221.0
5295,Mary,Williams,Corporate,EE. UU.,UT,84010.0
3984,Brenda,Webster,Corporate,EE. UU.,WA,98031.0
5270,Andrea,Johnson,Corporate,EE. UU.,IL,60620.0
10966,Martha,Pierce,Corporate,EE. UU.,MA,2360.0
1868,Mary,Riddle,Corporate,EE. UU.,NY,11691.0
17446,Freya,Golden,Corporate,EE. UU.,TX,77088.0
10071,Mary,Lawrence,Corporate,EE. UU.,PA,19124.0
1271,Carolyn,Shea,Corporate,EE. UU.,CA,93065.0
11930,Mary,Gilbert,Corporate,EE. UU.,MI,48227.0
20529,Lynn,Sweeney,Corporate,EE. UU.,CA,92840.0
8358,Mary,Smith,Corporate,EE. UU.,CA,92105.0
7705,Julia,Robinson,Corporate,EE. UU.,IL,60609.0
17392,Patience,Ward,Corporate,EE. UU.,CA,92870.0
18276,Cheryl,Koch,Corporate,EE. UU.,CA,95148.0
7795,Sandra,Smith,Corporate,EE. UU.,HI,96822.0
20655,Whitney,Collins,Corporate,EE. UU.,OH,44060.0
2454,Kyle,Curtis,Corporate,EE. UU.,CA,95051.0
150,Mary,Smith,Corporate,EE. UU.,NJ,7083.0
10671,Timothy,Moses,Corporate,EE. UU.,CA,90805.0
11924,Mary,Ramos,Corporate,EE. UU.,CA,92683.0
16086,Aimee,Terrell,Corporate,EE. UU.,FL,33068.0
4398,Mary,Yoder,Consumer,EE. UU.,CA,91702.0
5687,Mary,Chapman,Consumer,EE. UU.,FL,33324.0
8534,Mary,Rose,Consumer,EE. UU.,TX,78201.0
3372,Virginia,Smith,Consumer,EE. UU.,NJ,8540.0
10927,Jessica,Lang,Consumer,EE. UU.,NJ,8861.0
3597,Margaret,Smith,Consumer,EE. UU.,FL,33162.0
2052,Mary,Anthony,Consumer,EE. UU.,OH,45140.0
4399,Richard,Smith,Consumer,EE. UU.,VA,23455.0
185,Deborah,Smith,Consumer,EE. UU.,KY,40214.0
3441,Emma,Russell,Consumer,EE. UU.,NY,14094.0
11947,Mary,Smith,Consumer,EE. UU.,IL,60608.0
1555,Adam,Smith,Consumer,EE. UU.,NY,10314.0
9399,Mary,Bennett,Consumer,EE. UU.,AZ,85719.0
2792,Roy,Carey,Consumer,EE. UU.,MA,2360.0
10118,Mary,Reynolds,Consumer,EE. UU.,OH,44120.0
8544,Sarah,Smith,Consumer,EE. UU.,NY,10458.0
4296,Edward,Sanchez,Consumer,EE. UU.,NY,14580.0
4391,Harry,Smith,Consumer,EE. UU.,CA,95207.0
2882,Mary,Decker,Consumer,EE. UU.,TX,79109.0
3283,Charles,Ramos,Consumer,EE. UU.,WV,25401.0
397,Mary,Delgado,Consumer,EE. UU.,MD,21502.0
4104,Debra,Butler,Consumer,EE. UU.,IL,61554.0
12214,Jennifer,Summers,Consumer,EE. UU.,FL,32308.0
10699,Mary,Lee,Consumer,EE. UU.,FL,32225.0
2091,Doris,Smith,Consumer,EE. UU.,RI,2895.0
10474,Benjamin,Case,Consumer,EE. UU.,CA,95206.0
7504,Stephanie,Smith,Consumer,EE. UU.,GA,30058.0
7518,Mary,Padilla,Consumer,EE. UU.,IL,60453.0
1738,Nicholas,Murray,Consumer,EE. UU.,MI,48213.0
1622,Mary,Smith,Consumer,EE. UU.,CA,91801.0
1325,Gregory,Nelson,Consumer,EE. UU.,CT,6511.0
5505,Joseph,Matthews,Consumer,EE. UU.,NY,14120.0
4210,Matthew,Roach,Consumer,EE. UU.,AZ,85029.0
11229,Diane,Smith,Consumer,EE. UU.,LA,70065.0
9385,Andrew,Whitehead,Consumer,EE. UU.,PA,15301.0
900,George,Smith,Consumer,EE. UU.,MI,49423.0
6217,Roger,Black,Consumer,EE. UU.,PA,19067.0
9466,Mary,Smith,Consumer,EE. UU.,TN,38128.0
4596,Mary,Burns,Consumer,EE. UU.,WA,98023.0
5206,Mary,Palmer,Consumer,EE. UU.,CA,92113.0
2823,Danielle,Smith,Consumer,EE. UU.,IL,60626.0
10408,Sandra,Smith,Consumer,EE. UU.,CA,90027.0
11011,Mary,Mullins,Consumer,EE. UU.,NY,10457.0
40,Mary,Smith,Consumer,EE. UU.,CA,90805.0
11636,Patrick,Browning,Consumer,EE. UU.,IL,60637.0
7454,Andrew,Kim,Corporate,EE. UU.,CA,91790.0
5138,William,Rivera,Corporate,EE. UU.,CA,93003.0
8696,Mary,Pope,Corporate,EE. UU.,DC,20009.0
2329,Mary,Smith,Corporate,EE. UU.,FL,33594.0
12431,Mary,Rios,Corporate,EE. UU.,HI,96744.0
10860,Mary,Johnson,Corporate,EE. UU.,CA,93003.0
12094,Mary,Smith,Corporate,EE. UU.,NY,11218.0
5088,Mary,Smith,Corporate,EE. UU.,CA,92057.0
2200,Evelyn,Wilson,Corporate,EE. UU.,TX,76116.0
3997,Margaret,Walker,Corporate,EE. UU.,NY,11218.0
8746,Charles,Stout,Corporate,EE. UU.,OH,44120.0
3687,Mary,Morrow,Corporate,EE. UU.,PA,19145.0
9162,Christina,Carter,Corporate,EE. UU.,CA,95240.0
8993,Mary,Smith,Corporate,EE. UU.,CA,93308.0
5875,Mary,Rodgers,Corporate,EE. UU.,PA,19143.0
2502,Mary,Smith,Corporate,EE. UU.,CA,90813.0
9563,Pamela,Murphy,Corporate,EE. UU.,CA,95122.0
7259,Jerry,Ingram,Corporate,EE. UU.,TN,37130.0
3131,Mary,Brown,Corporate,EE. UU.,CA,92009.0
4140,Brandon,Smith,Corporate,EE. UU.,OH,45011.0
4539,Jacqueline,James,Corporate,EE. UU.,TX,77083.0
6071,Mary,Wu,Corporate,EE. UU.,NY,10031.0
8730,Mary,Smith,Corporate,EE. UU.,CA,94541.0
9634,Mary,Weaver,Corporate,EE. UU.,NJ,8302.0
8010,Kathy,Smith,Corporate,EE. UU.,WV,25401.0
3484,Rebecca,Hunter,Corporate,EE. UU.,NY,11706.0
7307,Brandon,Foster,Corporate,EE. UU.,IL,60067.0
1975,Mary,Smith,Corporate,EE. UU.,GA,30080.0
629,Matthew,Huffman,Corporate,EE. UU.,CA,91406.0
11753,Richard,Reid,Corporate,EE. UU.,FL,33055.0
5375,Jeremy,Holmes,Corporate,EE. UU.,CA,90046.0
1695,Amanda,Marquez,Corporate,EE. UU.,MN,55106.0
9884,Maria,Dorsey,Corporate,EE. UU.,NJ,8817.0
8498,Joseph,Pennington,Corporate,EE. UU.,TX,77520.0
7534,Mary,Smith,Corporate,EE. UU.,CA,91342.0
123,Mary,Mann,Corporate,EE. UU.,OR,97701.0
8925,Mary,Erickson,Corporate,EE. UU.,FL,33055.0
5981,Ronald,Williamson,Corporate,EE. UU.,MN,55337.0
7347,Carolyn,Gallegos,Corporate,EE. UU.,NY,11746.0
19445,Felicia,Clark,Corporate,Puerto Rico,PR,725.0
19444,Wanda,Sanford,Corporate,EE. UU.,CA,94087.0
19443,Hayfa,Boyle,Corporate,EE. UU.,TX,77478.0
19442,Lavinia,Houston,Corporate,Puerto Rico,PR,725.0
19441,Yetta,Robinson,Corporate,EE. UU.,MA,2135.0
19440,Jennifer,Holmes,Corporate,Puerto Rico,PR,725.0
19439,Mara,Mcneil,Corporate,EE. UU.,CA,92840.0
19438,Cleo,Woodward,Home Office,Puerto Rico,PR,725.0
19437,Cally,Dunn,Corporate,EE. UU.,ND,58501.0
19436,Wynter,Gay,Home Office,Puerto Rico,PR,725.0
19435,Hyacinth,Nolan,Consumer,EE. UU.,MD,20878.0
19434,Emma,Mayo,Corporate,Puerto Rico,PR,725.0
19433,Xerxes,Terrell,Corporate,EE. UU.,ND,58501.0
19432,Noel,Wheeler,Corporate,EE. UU.,HI,96817.0
19431,Maryam,Grant,Corporate,EE. UU.,GA,30047.0
19430,Naida,Small,Corporate,Puerto Rico,PR,725.0
19429,Lana,Green,Consumer,EE. UU.,VA,23455.0
19428,Patience,Woodward,Consumer,EE. UU.,CA,91702.0
19427,Rylee,Garrett,Corporate,EE. UU.,CA,90813.0
19426,Dakota,Green,Consumer,EE. UU.,NY,10458.0
19425,Fallon,Donovan,Consumer,Puerto Rico,PR,725.0
19424,Kylynn,Zimmerman,Consumer,EE. UU.,UT,84604.0
19423,Inez,Fleming,Consumer,EE. UU.,TN,38401.0
19422,Carolyn,Davenport,Consumer,Puerto Rico,PR,725.0
19421,Miriam,Vega,Consumer,EE. UU.,CA,95207.0
19420,Danielle,Rush,Home Office,EE. UU.,GA,30062.0
19419,Chloe,Pickett,Home Office,Puerto Rico,PR,725.0
19418,Beverly,Fisher,Consumer,EE. UU.,MI,49423.0
19417,Gillian,Camacho,Home Office,Puerto Rico,PR,745.0
19416,Madeline,Wooten,Home Office,EE. UU.,NY,11212.0
19415,Yoshi,Shelton,Consumer,Puerto Rico,PR,725.0
19414,Hadley,Russell,Corporate,EE. UU.,CO,80219.0
19413,Renee,Morales,Corporate,EE. UU.,MI,48180.0
19412,Iola,King,Corporate,Puerto Rico,PR,725.0
19411,Tamekah,Blair,Corporate,EE. UU.,IL,60637.0
19410,Cherokee,Huffman,Corporate,Puerto Rico,PR,725.0
19409,Odessa,Cherry,Corporate,EE. UU.,MI,48205.0
19408,Rose,Mack,Consumer,Puerto Rico,PR,725.0
19407,Linda,Haley,Consumer,EE. UU.,TN,37130.0
19406,May,Kennedy,Consumer,Puerto Rico,PR,725.0
19405,Lilah,Holmes,Corporate,EE. UU.,OH,44102.0
19404,Tana,Franklin,Consumer,Puerto Rico,PR,725.0
19403,Emi,Mitchell,Corporate,EE. UU.,NY,14094.0
19402,Cynthia,Albert,Corporate,Puerto Rico,PR,725.0
19401,Myra,Manning,Corporate,EE. UU.,MO,63301.0
19400,Medge,Mcfarland,Corporate,EE. UU.,CA,90046.0
19399,Chloe,Nichols,Home Office,EE. UU.,CA,95014.0
19398,Beatrice,Holt,Home Office,Puerto Rico,PR,725.0
19397,Ria,Padilla,Home Office,EE. UU.,MO,65807.0
19396,Charity,Sharpe,Home Office,Puerto Rico,PR,725.0
19395,Nell,Garrison,Home Office,EE. UU.,CA,92692.0
19394,Tamara,Larson,Home Office,EE. UU.,CA,90042.0
19393,Phyllis,Higgins,Home Office,Puerto Rico,PR,725.0
19392,Nelle,Shaffer,Home Office,EE. UU.,GA,30075.0
19391,Aimee,Daugherty,Corporate,Puerto Rico,PR,725.0
19390,Blossom,Middleton,Home Office,EE. UU.,MI,48197.0
19389,Breanna,Morrison,Corporate,EE. UU.,NY,11218.0
19388,Katelyn,Key,Corporate,Puerto Rico,PR,725.0
19387,Karly,Porter,Corporate,EE. UU.,AZ,85345.0
19386,Olga,Stein,Corporate,Puerto Rico,PR,725.0
19385,Brenna,Wyatt,Corporate,EE. UU.,CA,92843.0
19384,Tatyana,Tyson,Home Office,Puerto Rico,PR,725.0
19383,Ifeoma,Hendricks,Corporate,EE. UU.,NJ,8021.0
19382,Kitra,Howard,Corporate,EE. UU.,TN,38127.0
19381,Summer,Hester,Consumer,EE. UU.,TN,37013.0
19380,Sopoline,Hood,Consumer,Puerto Rico,PR,725.0
19379,Emma,Suarez,Home Office,EE. UU.,UT,84118.0
19378,Eliana,Santos,Consumer,Puerto Rico,PR,725.0
19377,Denise,Young,Consumer,EE. UU.,CA,93304.0
19376,Hermione,Rose,Corporate,Puerto Rico,PR,725.0
19375,Lara,Kim,Consumer,EE. UU.,CA,91344.0
19374,Hedy,Dunn,Consumer,Puerto Rico,PR,725.0
19373,Violet,Melton,Home Office,EE. UU.,FL,32308.0
19372,Taylor,Aguilar,Home Office,Puerto Rico,PR,725.0
19371,Clare,Jenkins,Home Office,EE. UU.,NY,11550.0
19370,Xerxes,Marsh,Corporate,Puerto Rico,PR,725.0
19369,Rhonda,Bruce,Corporate,EE. UU.,NY,11103.0
19368,Morgan,Jimenez,Consumer,EE. UU.,CA,95020.0
19367,Illiana,Mcpherson,Consumer,Puerto Rico,PR,725.0
19366,Joan,Hickman,Consumer,EE. UU.,CA,91702.0
19365,Amity,Weber,Consumer,Puerto Rico,PR,725.0
19364,Jayme,Tyler,Consumer,EE. UU.,NC,28645.0
19363,Geraldine,Mcfadden,Consumer,EE. UU.,OH,43228.0
19362,Anika,Stokes,Consumer,EE. UU.,OR,97321.0
19361,Dana,Hoffman,Consumer,Puerto Rico,PR,791.0
19360,Blossom,Hill,Corporate,Puerto Rico,PR,725.0
19359,Sybil,Noel,Corporate,EE. UU.,NY,11757.0
19358,Genevieve,Joyce,Corporate,EE. UU.,OH,44035.0
19357,Tara,Gordon,Corporate,Puerto Rico,PR,725.0
19356,Emma,Armstrong,Consumer,EE. UU.,CA,92504.0
19355,Geraldine,Barlow,Corporate,Puerto Rico,PR,725.0
19354,Lilah,Huff,Home Office,EE. UU.,CA,90745.0
19353,Ella,Mcmahon,Consumer,EE. UU.,AZ,85204.0
19352,Lilah,Glass,Home Office,Puerto Rico,PR,725.0
19351,Alyssa,Fowler,Home Office,EE. UU.,HI,96818.0
19350,Heather,Rocha,Consumer,Puerto Rico,PR,725.0
